 AIEK
CCTEL
CDMA SOY05
CDS
CECT
Cel-ect Wireless
Celikon
CELKOM MOBILES
celkon
Cellacom
CellAllure
Cellnovo
CELLON
Cellon M8047UC
"cellon, fly"
cellOne
Cellular
CELMAX
CELOT
Celphy
Center
CENTRIC
CENXIN
CETNAV
CETRIX
CETUS
CFORE
CG
CG MOBILE
CHAHNGHONG
CHAINWAY
Champ
Champion
changanxing
Changhong
"ChangJiang,THL,HJY"
CHANGPUD
Charlie
ChatSure
Chaze
Chaze Mobiles
che biao zhi xing
che mi
CHEERS
Cheery
Cheerzing
chelizi
CHENBAO  COMMUNICATION
CHENGHONG
CHENGji
Chenovo
CHER
Cherry
Cherry Mobile
cherry phone
chezhihui
Chglory
CHILLI
China Mobile
China NO.1
ChinaMobile
CHINO-E
CHIVA
CHLNGHA
chongai
CHONGZI
CHR
Chroma
Chuan Yun Bao
chuangjing
chuangxing
chuangya
chuanxi
CHUNGANH
CHUSHANGKEJI
CIB eCall APAC
CIB eCall APAC -
CIB eCall APAC Mexiko-NAD6200 APAC
CIB eCall APAC -NAD6200 APAC
CIB eCall CHN
CIB eCall CN
CIB eCall CN -
CIB eCall EU
CIB eCall EU -
CIB eCall US
CIB eCall US -
CICI
CIKAA
CILICO
Cincinnati Bell
cintel
Cinterion
Cinterion AGS2-W
Cinterion AHS2-E
Cinterion ALS6A-E
Cinterion BGS1
Cinterion BGS2-E
Cinterion BGS2-E8
Cinterion BGS2-W
Cinterion BGS5
Cinterion EGS5
Cinterion EHS5-E
Cinterion MC37iR3
Cinterion PHS8-P
Cinterion PLS8-V
Cinterion TC65i
Cinterion Wireless
Cinterion Wireless Module
Cinterion Wireless Module AH3-US
Cinterion Wireless Module AH3-W
Cinterion Wireless Module AH6A-US
Cinterion Wireless Module AH6A-W
CIPHERLAB
Circle Tech
Circo
Cirkuit Planet
CIRO
Cisco
Cisco Universal Small Cell
Citel
CITIFONE
Citycall
"Citycall, Skycall"
Cityctrl
Cityeasy
CIVICOM
CIYO
CJ
CK
CK TELECOM
CKCOM
CKIII SAP V4
CKING
CKKC
CKT
CKTEL
classic
CLASSONE
Clearview/CTWidescreen
Clever
Cleyyo
CLICK MOBILE
clikon
closeconnexions
cloudbook
Cloudfone
cloudgate
CloudGene
Cloudkey
Clover Network
CLUB
Club Mobile
CMCS
C-motech
CNC
CNCR
Coban
CoBoCo
COCA
COCCI
COCOC
cocolis
CO-COMM
COKI
COLCH
COLMEI
color
COLORFLY
colors
Colors Mobile
COLOVO
Comba
COMIO
comme
comneed
COMOO
Compal
Compalcomm
COMPEQ
COMPUMAX
COMTEK
COMUNI
COMWISE
CONCORD
Concox
condor
CONG
congstar
CONKERTAB
CONNECT
Connect Me
Connectivity
CONOR
conqueror
CONQUEST
Conti
Conti-Ford
Contigo
Conti-HKMC/Voice
Continental
Continental Automotive Systems
Cooay
Coobe
Coocaa
Coocel
COOCO
CooFone
COOL
Coolgen
COOLLONG
COOLMaide
Coolpad
Coolpad 8295C
Coolpad 8675-HD
COOLWAVE
COOL-WAVE
CooTel
coovei
COPCO
copicel
COPPERNIC
CORADIR
CORISE
CORKING
CORN
COSHIP
COSUN
COVE
COWAROBOT
COWW
COYOTE
CP
CPPO
CPST
Crave
CRE.Z
CREO
Cressic
CREZ
Crius MEA
CROMA
CROME
CROSS
CROSSCALL
CROWN
Crown Japan
CROWN MICRO
CRT
CRUCELL
CRYSBERG
CSL
CSN
CTEL
CTFone
CTi mobile
CTIC
C-TOP
Ctroniq
Ctyon
CUBA
Cubit
cubot
Cursor
cuxu
CXC
CyberTAN
cybertelbridge 
Cyfrowy Polsat
Cyrus
CYTE
CZC
D
D call
D Tech
D&N
D.E
D.PHONE
D.xuan
DA MU ZHI
DA678
DADA
DAEWOO
daguo
dahau
DAHL
dahua
DAJ
DAMI
danew
Danlaw
DANY
Dapeng
DAPIC
DARAGO
DareGlobal
DARK
Dark Matter
DASS
Datamini
DATANG
Datang Digital
DataRemote
DATAWIND
DAXIAN
dayanhani
DbbD
DBEIF
dbphone
dcL
DCOM3G
DCT
DC-TEL
DDKD
DDMBRANDS
DE
DEAO
DearMe
DEKIN
Dell
Delphi
Delta
DENGKE
DENSO WAVE
DENVER
deovo
DERBY
Desaixiwei
DESAY
deshengbao
detel
DETO
DeU
Devante
DEVO
Dewav
DEXP
dfyou
DGTEC
DHTX
DI QIU TU XING
DI0
diadem
Diamond
DIAPASON
DICAREN
Dicra electronics spa
Dicra Spa
DIFO
Digi Flip Pro
digidou
DIGIJET
DIGIMAC
DIGIMEX
DIGIPHONE
Digital Security Controls
Digital storage
Digittalk
DIGMA
DIGNO
Digo
DIGOOR
dikool
DIM
DINA
ding xin
DingLicom
Dioo
Dior
diqiuyi
Discoveri-y Mobile phone
DISKO
Disney
Disney Mobile
"Disney Mobile, Softbank"
"Disney Mobile, SoftBank,"
Ditel
DIUBULIAO
Djtel
djuice
DL
DLAN
D-Link
D-Link Corporation
DM Inventions
D-MOBILE
DMOVIL
DMZ
Dnurse
Do
Do Mobile
DODGE
DOEASY
DO-EASY
DOEL
DOGNESS
Dogness Smart Technology
DOLLYPHIN
DOMO
domod
DONDON
DongDongXiong
dongmao
DONXON
DOOGEE
dooob
doopro
DOOV
Doppio
Dorado
Doro
Doro PhoneEasy
Doro PhoneEasy 615
Doro Secure
DOTS
DOUZO
DOWEE
DPA
Dream
DS1402
DSEE
dtac
DTC
"DTC your voice, our passion"
DTD
D-TECH
DT-LINKTECH
DTmobile
dty
DUALINFINITY
dun pai
DUOSS
duxiu
DVENUCIA
Dwise
Dxuan
DYKAN
Dynamax
DynamiCode
dynamik 
DYNASTY
Dynatac
E tel
E TOP
E WANG SHI KONG
E&L
E.mai
E.SION
E.XUN
E3 Enterprise
eaat
EAFT DESTINY
EAGLEFLY
eAKASH
Earth
eascom
EASITRAX
EASONA
eastcom
Easy Shoes and Wear Sp.A
EASYCELL
easyfone
easypix
EASYTECK
EAZXING
EBEN
EBEST
E-BEST
EBL
E-Boda
EBON
eCAKE
ECETD
Echologics
ECO
ecom MOBILE SAFETY
ecomex
ECONNECT
ECOTREND
Ecreater
Edge
eDIDI
EDUP
eEasy
eeziFone
EFFIRE
egenera tech
EGLTEL
Egreen
EI
EIIDOMG
EINPAD
EIROGA
EKIT
EKO Devices
EKS
ELARI
ELCO
ELE
ELEF
Elefone
ELEKTA
EleMobile
elephone
Elevate
ELicsun
Elite
Elite8
Elitegroup Computer Systems
"Elitegroup Computer Systems Co., Ltd."
elitek
ELIYA
Elmehwar Tab
Elshorok
Eltek Technologies
eluxiangban
Emerin
emma
E-Mobile
eMOTO
empc
EMPERIO
emporia
emporia CLICK
Emporia Elegance
Emporia Essence Plus
emporia TALKcomfort
emporiaCLICKgps
emporiaCONNECT
emporiaCONNECTbasic
emporiaECO
emporiaELEGANCE
emporiaELEGANCEplusGPS
emporiaESSENCEplus
emporiaEUPHORIA
emporiaFLIP
emporiaFLIPbasic
emporiaPURE
emporiaSAFETYpremium
emporiaSOLIDplus
emporiaTELME
EMS Technologies
Endura Mobile
ENERGIZER
ENERGO-INVENT
Energy Sistem
ENERGY UP
ENES MOBILE
ENESmobile
enet
ENFIN
Enfora
Enfora Spider MT-Gi
Enigma
enjo
enjoy
enjoy ezzytrendy
enmac
Ennoconn Corporation
Enspire
Entechmobile
ENUO
EOGE
EOOM
epade
EPHONE
EPI Life
EPLYN
EPOCH
EPRO
Ereneben
Ericsson
ERYX
Escort Joye
esir
Esky
Espacio
ESPIRE
eSTAR
eSZS
ET
ETEL
E-tel
"E-tel,BRANTEL"
ETIDG
ETIMAX
ETON
"ETON I12,ETON P11"
Etongsen
eTouch
ETRANS
EU3C
EUROPLUS
Eurostar
EUROSTAR & Device
EUROTEF
EVER
EVERCOSS
EVERTEK
Evii
EVOBT
EVOTAB
EVOTOR
EWIS
ewmi
Excelia
EXCESS
Excon
EXERION
"Ex-Handy 07 .0 E, Ex-Handy 07 .1 E, Ex-Handy 07 .2 E"
Exmart
Explay
EXPLORER 221
EXPLORER510
Express
EXTREM
EXTREME
EXUN
EY
Eye-ON
EYO
EYOUN
EYU
EZEE tab
Ezfone
EZLinkLTE
eZy
F.cell
F-08C
F3607
F3607gw
FACETEL
FACOM
FACTOR
FADAR
FAEA
FAEGEA
FaGuangShu
Fairphone
FAMOCO
FANGCTION
Fantec
Fantome
Farmers Edge
FARSH
FashionComm
FASICOM
FASON
FAST TRACK
Favor
feicai
Feigw
FeilinXingzongBao
Feipu
FeiXun
"FeiXun,PHICOMM"
FEIYANG
FENGHUO
FENGYU
fengzheng
FENIFOX
FENIX
fento
FERACE
FERO
F-FOOK
FGTIT
FH
Fiberhome
Fibocom
Ficosa International
Fieldbook
fiesta
FIGGERS
figo
FIH
Filla
Fimi
Finepower
FINLUX
Firebrand
Firm2Find
FirstOne
Firstouch
FISE
Fisher & Paykel Healthcare LTD
FIVE STAR
FIVESTAR
Fiying
FJXH
FJYSP
Flairmicro
FlameFox
Flash
FLAYANG
Flextronics
fluo
Fly
FLYAUDIO
flyfree
FLYSCALE
FLYTEVO
FLYYANG
FLYYING
FMEE
FNNI
FOG
FOMA
FONE
FONEE
FOR
FORBY
FORGE
FORLIFE
FORME
FORSTAR
Fortis
fortueship
Fortune
fortune ship
Fortuneship
ForwardSafe
FORY
Four
Fox Mobiles
Foxconn
FOXDA
Foxlink
Foxphone
Franklin Wireless Corp.
Franklin_Wireless
Freedom
Freeman
freetel
Fresh Yes
Friendcom
FRITZ!Box
FRITZ!Box LTE
FRND
FRONTECH
FTC
fudantongxun
Fujejone
Fujezone
FUJITSU
Fujitsu Mobile Communications Limited
Fujitsu Toshiba Mobile
Fujitsu Toshiba Mobile Communications Ltd
Fujitsu Tosiba Mobile Communications Ltd
Fujixing
FULTEL
fumanduo
FUN
funkwerk
FunTab
FUNTEL
FUPAD
Future Phone
FXD
Fynd Technologies
G
G crown
G FIVE
G Phone
G Tide
G Vill
G&L
G.M
G.max
G.MOBILE
G.SEVEN
G53
G7
gaba
GADGEIT
GAIX
Galax
"Galax,GFIVE"
GALAXY
Galaxy Note 2
GALAXY SQ
GALAZ
GALIF
GAMELY
GAMEXY
GAMMA
GANEN
GAOER
gaoketongxin
GAOXINQI
Garad
Garmin Connected Module
Gatca
Gatekeeper
GATEL
gator
GAVA
GAX
GBB
GBEST
G-BEST
GCI
GCING
GCT
GDL
GEAK
GeatWall
Gee Pee
GEE PEE ALWAYS WITH YOU
GEECOO
GEEK-DINO
GEEPAS
GELI
GELL
GELSI 
Gemblue
GEMRY
Gemtek
General Dynamics
GENERAL MOBILE
"GENERAL MOBILE, U7520, HUAWEI U7520, U7520-D,"
Genius Touch
Genus
genx
Geotab
Geotel
GeoTraq
GeoVestar
GERNEE
GETAC
GETEK
GETNORD
GFAN
GFEN MOBILE
GFENmobile
GFIVE
Gfone
G-FONE
GFOUR
G-FOUR
GG
GHONG
Gi Mobile
GiCDO
Gigaset
GilD
GinEEK
GINGER
GINI
Ginwave
Ginzzu 
GiOLED
GiONEE
"GiONEE S100,"
"GiONEE S66,"
Gionee/Sprint
"GiONEE:T6,"
GIPO
GIVA
GJ TOP-1
G-KING
gkool
Glamour
GLFY
glida
G-LIDA
Global Telecom Corp
GlobalHello
Globul
GlocalMe
GLX
GM
Gmobile
Gnext
GNINE
GNINE/COOLWAVE
GO HELLO
GOAL
GOB
GOBO
GOCAN
GO-CEL
GoDonie
GOFEEL
GoFly
GOISUN
GOL
Gold
GOLD ACCU
GOLDART
GOLDBERG
goldial
GOLDMASTER
Goldvish
GOLiT
golo
Golph
Goly
GOMAX
GOMAXX
GOME
GOMETEL
GoMobile
GONGZHAN
Good one
Goodve
Google
GOOPHONE
GOPAD
GOSCO
GOSTAR
gosund
gotalker
GOWAY
GOWIN
Gphone
G-PHONE
GPLUS
GPLUSX
G-PRO
GQT
Grameen phone
Grameenphone
Grameephone
Grandfone
GRANDTAI
GRANITIC
Grapes
Graphics + LANDI
GRAVER
GRAVITY
GREAT
GreatWall
GREE
Green
GREEN BERRY
Green Orange
Green Packet
Greenberry
Greenorang
GreenOrange
Greentel
Greentrack
Grentech
Gresso
Gretel
GREYFIN
Grid
Gridstream
gright
GROWELL
GRSED
GRUN
GSMA
GSmart
GSMCAM
GST*R
Gsun
GT
G-TAB
Gtel
G-tele
G-tide
GTIME
"GTM382E, GlobeSurfer III"
GTrunk
GuaiHaiZi
guan
Guanglu Technology
guanyi
GUANZHONG
Guarantee
GUARD
GUARDIAN ALERT 911
gubloos
GUIDER
GUOMI
GUOQIAN
guowei
guoxing
GUOZT
GUSUN
GVILL
GX
GXSW
GXT
GXTEL
H20
H2O
HAFURY
HAI XU
Haier
HAIFAN
HAIMI
HAIMICO
HaiPai Noble
HaipaiNoble
HaiVo
HAIXU
HaloKit
Halotel
halove
Hanbit
handxom
HANJI
Hanmac
HANNspree
Hansum
hantel
haoben
HAP Innovations
HAPPLE
happy 
Happy Mobile
HAPPY PHONE
HAPPYTEL
Harman
HARMAN/BECKER Automotive Systems
Harris
HARUKA
Hasee
HASH
HAUS
HAUWEI
HAVA
Hazens
HC HICELL
HDASE
HDEC
hDL
HDT
he
Hectronic
HEDY
HeeXon
Heeyu
HEIMEI
Hello city
Hello Mobile
hellocity
HelloCom
HEMI
hengle
hengsing
HENMIE
Hennttion
hepi
HERMES
Hero
HESENS
Hewlett Packard
Hewlett-Packard
HeZheng YangGuang
hezizhifu
hFon
HFSD
HG
HG -
HG-V630
HHCS Handheld USA
HHP
hi target
Hi Tech
"HiALL, HiALLNC"
HIBRO
Hi-core
HIGHSCREEN
HIKe
HiKING
HIKVISION
HiLARY
HiLo
HiLo module
HiLo V2 ingenico
HIMAX
HIQ
Hiro
Hisense
hisesne
HISIKI
HI-TARGET
HITECH
Hi-Tech
Hitel
Hitom
HITRO
HiveMotion
HIWIRE
hiya
hmi
HNSXIN
HODOLY
HODOO
HOJY
HOLDS
Holleycomm
Hologram
Holpe
Homecare
HOMETECH
HOMTOM
HON
Honehua
Honeywell
"Honeywell, Honeywell Scanning and Mobility, Dolphin CT50"
HONFONE
hongkang
HONGMENG
HONGPAI
HONGWO
HONGYU
Honmii
HONOR
HONZU
HoonRun
Hoosen
HOOT
HOOW
hope
HOPU
HORION
Hormann Funkwerk
HOSAN
HOSIN
Hot
HOTCEL
HoToLo
HOTPARY
HOTWAV
Hotxl
HOUGE TECHNOLOGY
HOVVO
HP
HP cr3114 / MU736
HP hs3120/3121
HP Inc.
HP lt2523 LTE/HSPA+
HP LT4112
HP LT4125
HP LT4126
HP lt4225
HP lt4226
HP lt4227
HP Pre3
HP TouchPad
HP Veer
HPHONE
HPO
HPZTTX
HQ
HSEM
HSL
HSXD
HT
HT -
HTC
HTC 0P9O110
HTC corp.
HTC Incredible S
HTC M8s
HTE
HTEL
HTFPOS
Htime
HTO
HTT
huabao
huadi
Huadoo
HUAGAN
Huaguang Pingtan
HUAHAI
huaji
HUaLInG
hualu
HUAMI
HUAMIN
HUANA
huangzu
huanuo
huanyutong
Huaqin
HUaRUI
HUATANG
HUAWANGTONGXIN
HUAWEI
HUAWEI MediaPad
HUAWEI S7 Pro
HUAWEI U5110/
HUAWEI U7520-5/
HUAWEI U7520-7/
HUAWEI Vodafone
"HUAWEI, orinoquia"
"Huawei, Vodafone"
"HUAWEI,Vodafone"
HUAWIE
huaxun
huaxunheli
HuaYu
Huazhengyishang
HUBAOXING
Hubrox
HUG
HUGEROCK
HUGIGA
huiyuanbao
HUIZUU
HuLuWa
HUNYDON
Huo lie niao
HURRICANE
HUSKEE
HuuKuu
HW
HWATCH
HX
HXGC
HXSD
HXTONG
HYFEN
HyLD
HYTERA
HYUNDAI
HYVE
HYWY
i apo
I E PHONE
I GUO
I KALL
I King
i love
I Love You
i mobily
i super
I&C Technology
i&k
i.am+
i.safe MOBILE
I.VOGUE
i.x
"i10,i11,i12,i13,i14"
i4 mobile
i4mobile
I5
iBall
iBeTA
IBL
ibolo
iBRIT
I-BUZZ
iCAMPUS GUARDIAN
ICE
ICE Phone
icell
"ICELL I75E,"
"iCELL i888,"
ICELL X2690 /
"iCELL X9,"
iCELL/GNINE
ICEMOBILE
IceX
i-Cherry
ICON
iCON XYfi
Iconic
I-CONIC
ICOOL
ICORE
I-CORE
ICOU
icubex InTERPARK
idata
IdentiFind
IDEOS
IDEOS S7 Slim
idision
IDRAGONPHONE
iDroid
IDWELL
IEI Integration Corp
IE-LINK
IFLYTEK
IFROG
iFusion
iGlo
IGPS
iGstar
IGUO
Ihhon
IJINI
i-Joy
ikon
IKU
iLAND 
ilegend
ileja
I-Life
iM2MGate
IMAGE
IMAM
imax
Imcosys
Imden
Imerj
IMG
IMI
IMINI
iMizu
IMO
IMO MOBILE ENTERTAINMENT
i-mobile
i-mobile   cellon
"i-mobile, cellon"
i-Moma
IMON
IMOO
IMPRESS
IMPRESSION
iMusic
IMWX
IND:US
INDI
Indo
in-Drive
iNEW
Infinity
Infinix
InFocus
INFOMARK
Infotek
INGO
Inhon
INLAL
Inleader
InnI
INNJOO
INNO
inno mobile
InnoComm
InnoComm Mobile Technology
innolife
innos
innovaconn
INNOVALL
Innpu
INO
INOI
iNOVA
INOVA TE
INOVO
INQ
INQ Mobile
INSISLINK
INTACTPHONE
integra
Intel
Intel Smartphone
Intermec
INTEX
Intex Mobile
intki
Intwine Connected Gateway
Invengo
invens
Inventec
inWatch
io Legacy
iOCEAN
ioco
ion
i-ONE
IONIK
IONIT
IO-SOUND
iPai.cn
IPH
iplus
IPRO
i-pro
IPWireless
iQ&T
ira
IRBIS
IRIS
IROZZI
iRULU
Iskraemeco
ismart
i-smart
iSmartEye
istone
ISUN
I-SUPER
ISUZU
iSwag
i-Tab
i-TALK
ITECOM
Itel
ITELE
Itelecom
itelo
ITL
ITON
i-tone
iTOUCH
ITTM
IUNI
IUSAI
ivargo
IVIO
iVOOMi
IVT
ivvi
IWOO
iWrist
IXPERIA
iYou
iytong
iziid
IZOTRON
J and D
JABLOCOM
Jablotron
JACDY
Jadeway
JAGUAR
Jaipan
JALA
Japan Radio Co Ltd
JAS
JASON
JAT
Jaton Technology
JAWEL
JAYU
JAYUAN
JCB
JDN
Jdodo
JDOL
JEASUNG
JEDI
Jeeboo
JEED
Jeejen
JEEPONT
Jelly
JEMOBILE
Jerrip
JESY
JETEL
JETHRO
JEY
JFONE
JG-TEL
JHY
JIA FEI GOU
JianWei
JiaTeng
JIAYU
Jiazhixuan
JIBOLI
jie bao
Jie Wei Xun
jiesirui
JIFFMA
jihe
Jiiva
JIMI
JINDOUHANGXING
jinerya
Jinga
Jinga (UT Group)
JINGSTON
JINGUIZI
JINI
jinlefu
Jinmi
JINOKE
jinpeng
jinpin
JINTENGYI
Jio
JIUJIU
JIUN
JIUZHOU
Jive
JIVI
JIXING
Jjiu
JKL
JKOPO
JL
Jmini.Mobile
JMZ
Jolla
JORSOO
JOSH
JOYE
JOYPLUS
JRSD
JTEL
Juagte
Jugate
JUICELL
JULEKOO
JUMP&FISH
JUMPY
JUST WINS
Just5
JUSTER
JUSTWINS
JWARTZ
JWD
jwotch
JWX C822V
JXD
K
K&C
K.GENT
K2
KAAN
KADDZ
kaer
Kaga Electronics Co Ltd
KAICOM
KAIOMY
Kaissen
KAIWEI
KALALA
KALIHO
Kalley
Kaofan
Kaosa
kapsys
KARA
Karbonn
Kasda
kashiqi
kashite
Kata
KAVA
Kawe
KAWIN
Kazam
KBU
KC Mobile
K-CEL
KCM
KCMobile
KD
KD Interactive
KDDI au
KDI
KDIOS
KDOOR
KEBAO
KECHAO
KECHAOBO
KECHAODA
KED
KEDACOM
KEELIN
kejian
Kekai
Kempler & Strauss
KEN XIN DA
KENEKSI
KENKO
KENT
KENTE
KENUO
kenxinda 
KEP
KESTREL
KETRON
"Kexin Tone, Maxin Tone, I-Guarder"
KEZUAN
KFIVE
k-free
KFY
KGTEL
KI TOUCH
KIANO
Kiddoo
KIMFLY
KIMI
KIMTERY
KINBO
KING REDBUD
KING WEAR
Kingbell
KINGBOND
KINGK
kingly
KINGONE
KINGOWAY
KINGPAD
Kingstar
KINGSUN
KingTech
kingtel
KINGTNIK
KINGWILL
KINGZONE
KINMI
KINMY
Kinstone
KINTNIK
KINWEI
KIRISUN
KISMO
kissu
KIVI
kivvi
KIWIP
KIWIWATCH
Kizy
KK
Klassic Mobiles-...Brings Together
k-lite
KliTON
KMC
KMY
KN
KNIGHT
KOALA
KOCASO
KOCIN
Kodak
KODASL
KOGAN
Kokomobile
KOLINA
KOLOR
KOLOR Crosscall ODYSSEY
KOMI
Komu
KONECT
KONKA
koobee
KOOMII
KOPO
Kopperr
KORBY
korex
koryo
KOTEL
Kovtra
KP
K-PHON
KPHONE
KPT
KREX
KRICKET
KRONO
Kruger&Matz
KTA Mobile
K-TEL
K-Touch
"K-Touch A602,"
"K-Touch A605,"
K-Touch C800 /
K-Touch E60 ZEN M27
K-Touch E60//ZEN M27
"K-Touch N930, Sprint"
Kuaiyidian
KuBao
KUBIMOFANG
KUBO
kuchi
KUGANG
KUH
kukai
kulinda
KULT
Kumai
KUNKI
KUPU
KUXIAN
kuyi
KV
